PlantCode,AppleCode,Exertis_Part_Number,Description,OracleItemStatus,AppleItemStatus,GoodStock,BacklogVMI,OraclePoQty,Safety_Stock,Gross_Fcst_cw,Gross_Fcst_wk1,Gross_Fcst_wk2,Gross_Fcst_wk3,InTransit,OracleInStockQty,ToOrder,DemandQtyExertisToBring215,ToOrderAllLocales,NoOfLocalesToOrder,innerqty,Outerqty,CartonAssignedQty
LU10,HD584ZM/B,TECH21-5071@APP,HD584ZM/B:TECH21 IMPACT SNAP FOR MBPR13 - CLR-ZML,Active,Live,166,1,0,175,27,27,27,27,5,752,5,5,14,3,5,15,5
LU10,HD585ZM/B,TECH21-5073@APP,HD585ZM/B:TECH21 IMPACT SNAP FOR MBPR15 - CLR-ZML,Active,Live,103,1,150,104,16,16,16,16,5,244,-3,,9,3,5,10,0
LU10,HD587ZM/B,TECH21-5086@APP,HD587ZM/B:TECH21 IMPACT SNAP FOR MBA13 - PINK-ZML,Active,Live,81,0,0,65,10,10,10,10,0,538,-16,,0,0,10,100,0
LU10,HD588ZM/B,TECH21-5084@APP,HD588ZM/B:TECH21 IMPACT SNAP FOR MBA11 - PINK-ZML,Active,Live,31,0,0,20,3,3,3,3,0,163,-11,,0,0,10,100,0
LU10,HD589ZM/B,TECH21-5088@APP,HD589ZM/B:TECH21 IMPACT SNAP FOR MBP13 - PINK-ZML,Active,Live,11,0,0,26,4,4,4,4,1,225,14,14,15,2,10,100,20
LU10,HD591ZM/B,TECH21-5092@APP,HD591ZM/B:TECH21 IMPACT SNAP FOR MBPR15 - PINK-ZML,Active,Live,31,0,0,20,3,3,3,3,0,297,-11,,0,0,10,100,0
LU10,HD592ZM/B,TECH21-5090@APP ,HD592ZM/B:TECH21 IMPACT SNAP FOR MBPR13 - PINK-ZML,Active,Live,84,0,0,78,12,12,12,12,0,526,-6,,0,0,10,100,0
LU10,HD594ZM/B,TECH21-5085@APP,HD594ZM/B:TECH21 IMPACT SNAP FOR MBA11 - PURPL-ZML,Active,Live,26,0,0,13,2,2,2,2,0,154,-13,,0,0,10,100,0
LU10,HD595ZM/B,TECH21-5087@APP,HD595ZM/B:TECH21 IMPACT SNAP FOR MBA13 - PURPL-ZML,Active,Live,76,0,0,59,9,9,9,9,0,553,-17,,0,0,10,100,0
LU10,HD596ZM/B,TECH21-5091@APP,HD596ZM/B:TECH21 IMPACT SNAP FOR MBPR13 - PRPL-ZML,Active,Live,113,1,0,78,12,12,12,12,0,528,-34,,0,0,10,100,0
LU10,HD597ZM/B,TECH21-5089@APP,HD597ZM/B:TECH21 IMPACT SNAP FOR MBP13 - PURPL-ZML,Active,Live,12,0,0,7,1,1,1,1,0,374,-5,,0,0,10,100,0
LU10,HD598ZM/B,TECH21-5093@APP,HD598ZM/B:TECH21 IMPACT SNAP FOR MBPR15 - PRPL-ZML,Active,Live,38,0,0,33,5,5,5,5,0,191,-5,,0,0,10,100,0
LU10,HE405ZM/A,BRFHE405ZM/A@APP,BRETFORD PSYNC CART 40 IPAD AND MINI-ZML,Active,Live,2,0,0,2,0,0,0,0,0,16,0,,1,1,1,1,0
LU10,HE406ZM/A,BRFHE406ZM/A@APP,BRETFORD PSY STATION 20 IPAD AND MIN-ZML,Active,Live,2,0,0,2,1,1,1,1,0,2,0,,1,1,1,1,0
LU10,HE662LL/B,SANSDSQXSG-064G-GAACA@APP,SANDISK 64GB EXTREME MICROSD CARD-USA,Active,Live,50,2,0,78,12,12,12,12,9,257,21,21,21,1,20,100,40
LU10,HE728ZM/B,TECH215182@APP,Tech21 Anti Glare Impact Shield for iPhone 5s,Active,Live,569,13,0,704,109,109,109,109,128,1168,20,20,260,5,10,100,20
LU10,HF2V2ZM/B,STET2000400@APP, LaCie 2TB Porsche Design P9223 Mobile Drive,Active,Live,140,3,0,175,27,27,27,27,15,1094,23,23,47,4,10,10,30
LU10,HFA22ZM/A,LAC-9000477@AP,LACIE 1TB LBD THUNDERBOLT 2-ZML,Active,Live,5,0,0,7,1,1,1,1,1,10,1,1,2,2,4,4,4
LU10,HFJE2ZM/B,TECH215183@APP,TECH21 PATRIOT IPH5S SMOKE-ZML,Active,Live,18,0,0,13,2,2,2,2,0,149,-5,,3,2,5,50,0
LU10,HFLD2B/B,LOG920-007670@APP,LOGITECH ULTRATHIN 2.0 IPAD MINI SG-GBR,Active,Live,145,3,4,129,20,20,20,20,0,57,-13,,4,1,4,8,0
LU10,HFLD2D/B,LOG920-007664@APP,LOGITECH ULTRATHIN 2.0 IPAD MINI SG-DEU,Active,Live,0,0,0,0,0,0,0,0,0,13,0,,0,0,4,8,0
LU10,HFLD2E/B,LOG920-007668@APP,LOGITECH ULTRATHIN 2.0 IPAD MINI SG-SPA,Active,Live,0,0,0,0,0,0,0,0,0,37,0,,0,0,4,8,0
LU10,HFLD2F/B,LOG920-007665@APP,LOGITECH ULTRATHIN 2.0 IPAD MINI SG-FRA,Active,Live,0,0,0,0,0,0,0,0,0,81,0,,0,0,4,8,0
LU10,HFLD2H/B,LOG920-007669@APP,LOGITECH ULTRATHIN 2.0 IPAD MINI SG-NOB,Active,Live,0,0,0,0,0,0,0,0,0,19,0,,0,0,4,8,0
LU10,HFLD2SM/B,LOG920-007666@APP,LOGITECH ULTRATHIN 2.0 IPAD MINI SG-SWM,Active,Live,0,0,24,0,0,0,0,0,0,0,0,,0,0,4,8,0
LU10,HFLD2T/B,LOG920-007667@APP,LOGITECH ULTRATHIN 2.0 IPAD MINI SG-ITA,Active,Live,0,0,0,0,0,0,0,0,0,9,0,,0,0,4,8,0
LU10,HFLF2B/B,LOG920-007695@APP,LOGITECH ULTRATHIN 2.0 IPAD AIR SG-GBR,Active,Live,82,3,0,91,14,14,14,14,2,0,10,,0,0,4,8,0
LU10,HFLF2D/B,LOG920-007689@APP,LOGITECH ULTRATHIN 2.0 IPAD AIR SG-DEU,Active,Live,0,0,16,0,0,0,0,0,0,3,0,,2,1,4,8,0
LU10,HFLF2E/B,LOG920-007693@APP,LOGITECH ULTRATHIN 2.0 IPAD AIR SG-SPA,Active,Live,0,0,0,0,0,0,0,0,0,8,0,,0,0,4,8,0
LU10,HFLF2F/B,LOG920-007690@APP,LOGITECH ULTRATHIN 2.0 IPAD AIR SG-FRA,Active,Live,0,0,0,0,0,0,0,0,0,7,0,,1,1,4,8,0
LU10,HFLF2H/B,LOG920-007694@APP,LOGITECH ULTRATHIN 2.0 IPAD AIR SG-NOB,Active,Live,0,0,8,0,0,0,0,0,0,0,0,,0,0,4,8,0
LU10,HFLF2SM/B,LOG920-007691@APP,LOGITECH ULTRATHIN 2.0 IPAD AIR SG-SWM,Active,Live,0,0,0,0,0,0,0,0,0,4,0,,0,0,4,8,0
LU10,HFLF2T/B,LOG920-007692@APP,LOGITECH ULTRATHIN 2.0 IPAD AIR SG-ITA,Active,Live,0,0,8,0,0,0,0,0,0,0,0,,0,0,4,8,0
LU10,HFSP2LL/A,BRFHFSP2LL/A@APP,BRETFORD MOBILEPRO WALL MOUNT V2-USA,Active,Live,18,0,0,13,2,2,2,2,0,21,-5,,0,0,1,1,0
LU10,HFSQ2ZM/B,SANSDWS1-064G-GA46@APP,SANDISK WIRELESS MEDIA DRIVE 64GB-ZML,Active,Live,119,3,460,162,25,25,25,25,32,174,14,14,38,4,20,20,20
LU10,HFUD2ZM/B,STDS1000101@APP,Seagate 1TB Backup Plus for Mac USB 3.0 Portable v2,Active,Live,3279,99,4640,3774,585,585,585,585,827,4352,-233,,467,4,4,4,0
LU10,HFUE2ZM/B,STDS2000101@APP,Seagate 2TB Backup Plus for Mac USB 3.0 Portable,Active,Live,801,25,560,897,139,139,139,139,139,1745,-18,,123,3,4,4,0
LU10,HFY62ZM/B,STEZ500400@APP,Lacie 500GB Rugged SSD THUNDERBOLT & USB 3.0 v2,Active,Live,6,0,104,26,4,4,4,4,0,71,20,20,92,4,8,8,16
LU10,HFY72Z/B,STEX3000200@APP,Lacie d2 USB 3.0 Thunderbolt 2 3TB,Active,Live,40,1,204,65,10,10,10,10,3,15,23,23,28,3,10,10,10
LU10,HFY82Z/B,STEX4000200@APP,Lacie d2 USB 3.0 Thunderbolt 2 4TB,Active,Live,64,2,144,84,13,13,13,13,1,109,21,21,25,2,10,10,30
LU10,HFY92Z/A,LAC-9000472EK@AP,LACIE 6TB D2 THUNDERBOLT2 & USB 3.0-INT,Active,Live,20,0,12,20,3,3,3,3,0,63,0,,0,0,3,3,0
LU10,HFYG2ZM/B,STEY6000200@APP,Lacie 6TB 2big Thunderbolt2 & USB 3.0 RAID inc cbl,Active,Live,20,0,108,33,5,5,5,5,8,6,5,5,8,2,2,2,6
LU10,HFYH2ZM/A,LAC-9000438EK@AP,LACIE 8TB 2BIG TBOLT2 & USB3 W/CBL-ZML,Active,Live,8,0,24,7,1,1,1,1,0,15,-1,,0,0,2,2,0
LU10,HFYJ2ZM/A,LAC-9000473EK@AP,LACIE 12TB 2BIG TBOLT2 & USB3 W/CBL-ZML,Active,Live,25,0,10,13,2,2,2,2,0,25,-12,,0,0,2,2,0
LU10,HG012ZM/B,LOG939-001374@APP,LOGITECH HINGE FOLIO IPAD AIR-BLK-ZML,Active,Live,313,6,8,291,45,45,45,45,12,55,-28,,21,2,4,8,0
LU10,HG022ZM/B,LOG939-001391@APP,LOGITECH HINGE FOLIO IPAD AIR-RED-ZML,Active,Live,111,0,96,149,23,23,23,23,3,0,35,,0,0,4,8,0
LU10,HG032ZM/B,LOG939-001360@APP,LOGITECH HINGE FOLIO IPAD MINI R-BLK-ZML,Active,Live,188,4,40,207,32,32,32,32,40,23,-17,,25,3,4,8,0
LU10,HG042ZM/B,LOG939-001365@APP,LOGITECH HINGE FOLIO IPAD R-RED-ZML,Active,Live,115,0,56,117,18,18,18,18,0,0,2,,0,0,4,8,0
LU10,HG0F2VC/C,PLA20101075.2@APP,Plantronics Voyager Edge Black,Active,Live,83,4,528,142,22,22,22,22,16,114,47,47,72,4,3,12,48
LU10,HG0G2VC/A,PLA20102075@APP,PLANTRONICS VOYAGER EDGE WHITE-CAF,Active,Live,1,0,0,7,1,1,1,1,0,430,6,6,7,2,3,12,12
LU10,HG6L2ZM/A,NAIM-00-019-0002@APP ,NAIM AUDIO MU-SO SPEAKER-ZML,Active,Live,19,0,0,13,2,2,2,2,0,196,-6,,0,0,1,1,0
LU10,HG6Q2ZM/B,SANSDCZ93-032G-GA46@APP,SANDISK LOOP USB 3.0 FLASH DRIVE 32G-ZML,Active,Live,430,14,500,491,76,76,76,76,102,885,-27,,70,4,20,100,0
LU10,HG6R2ZM/B,SANSDCZ93-064G-GA46@APP,SANDISK LOOP USB 3.0 FLASH DRIVE 64G-ZML,Active,Live,232,7,380,317,49,49,49,49,53,446,39,39,100,4,20,100,40
LU10,HG782ZM/A,LAC-9000499EK@AP,LACIE 8BIG THUNDERBOLT 2 24TB-ZML,Active,Live,0,0,0,0,0,0,0,0,0,6,0,,0,0,1,1,0
LU10,HGB52ZM/A,PIODDJ-WEGO3-W/SYXJ5@APP,Pioneer DDJ WeGO 3 - WHT-ZML,Active,Live,0,0,0,0,0,0,0,0,0,72,0,,0,0,2,2,0
LU10,HGCR2ZM/B,STEV1000400@APP,Lacie 1TB Rugged THUNDERBOLT& USB 3.0 v2,Active,Live,280,1,352,278,43,43,43,43,47,232,-48,,30,3,10,10,0
LU10,HGD32ZM/B,STEV2000400@APP,Lacie 2TB Rugged THUNDERBOLT& USB 3.0 v2,Active,Live,340,14,432,452,70,70,70,70,35,606,91,91,125,4,10,10,100
LU10,HGLJ2ZM/A,RHAT10I@APP,RHA T10I IN-EAR HEADPHONES BLK-ZML,Active,Live,51,0,0,59,9,9,9,9,2,0,6,,0,0,6,24,0
LU10,HGMT2ZM/B,TECH21-5058@APP,HGMT2ZM/B:TECH21 EVO MESH SPORT IPH6 SMOKE/BLK-ZML,Active,Live,1922,44,0,2174,337,337,337,337,530,5196,-234,,92,2,10,100,0
LU10,HGMU2ZM/B,TECH21-5059@APP,HGMU2ZM/B:TECH21 EVO MESH SPORT IPH6 CLR/WHT-ZML,Active,Live,1870,23,0,1071,166,166,166,166,0,5344,-776,,0,0,10,100,0
LU10,HGNF2ZM/C,TECH215186@APP,TECH21 AG IMPACT SHIELD IPH6-ZML,Active,Live,5227,59,0,2639,409,409,409,409,0,30461,-2529,,0,0,10,100,0
LU10,HGNG2ZM/C,TECH215187@APP,TECH21 AG IMPACT SHIELD IPH6 PLUS-ZML,Active,Live,2092,22,0,1129,175,175,175,175,0,9222,-941,,0,0,10,100,0
LU10,HGPQ2ZM/A,LOG984-000438@APP,ULTIMATE EARS MEGA BOOM SPKR BLACK-ZML,Active,Live,46,1,48,65,10,10,10,10,0,0,20,,0,0,4,8,0
LU10,HGPR2ZM/A,LOG984-000479@APP,ULTIMATE EARS MEGA BOOM SPKR BLUE-ZML,Active,Live,9,0,26,7,1,1,1,1,0,114,-2,,0,0,4,8,0
LU10,HGPT2ZM/A,LOG984-000485@APP,ULTIMATE EARS MEGA BOOM SPKR RED-ZML,Active,Live,3,0,0,7,1,1,1,1,0,18,4,4,4,1,4,8,4
LU10,HH5S2B/B,LOG920-007648@APP,LOGITECH KEYS-TO-GO BT KEYBOARD-BLK-GBR,Active,Live,243,1,40,284,44,44,44,44,18,19,24,24,24,1,4,8,16
LU10,HH5S2D/B,LOG920-007642@APP,LOGITECH KEYS-TO-GO BT KEYBOARD-BLK-DEU,Active,Live,0,0,8,0,0,0,0,0,0,24,0,,5,1,4,8,0
LU10,HH5S2E/B,LOG920-007646@APP,LOGITECH KEYS-TO-GO BT KEYBOARD-BLK-SPA,Active,Live,0,0,24,0,0,0,0,0,0,11,0,,1,1,4,8,0
LU10,HH5S2F/B,LOG920-007643@APP,HH5S2F/B:LOGITECH KEYS-TO-GO BT KEYBOARD-BLK-FRA,Active,Live,0,0,24,0,0,0,0,0,0,11,0,,6,1,4,8,0
LU10,HH5S2H/B,LOG920-007647@APP,LOGITECH KEYS-TO-GO BT KEYBOARD-BLK-NOB,Active,Live,0,0,12,0,0,0,0,0,0,7,0,,0,0,4,8,0
LU10,HH5S2SM/B,LOG920-007644@APP,LOGITECH KEYS-TO-GO BT KEYBOARD-BLK-SWM,Active,Live,0,0,16,0,0,0,0,0,0,8,0,,11,1,4,8,0
LU10,HH5S2T/B,LOG920-007645@APP,LOGITECH KEYS-TO-GO BT KEYBOARD-BLK-ITA,Active,Live,0,0,0,0,0,0,0,0,0,110,0,,0,0,4,8,0
LU10,HH5T2B/B,LOG920-007817@APP,LOGITECH KEYS-TO-GO BT KEYBOARD- RED-GBR,Active,Live,44,0,0,26,4,4,4,4,0,3,-18,,0,0,4,8,0
LU10,HH5T2D/B,LOG920-007811@APP,LOGITECH KEYS-TO-GO BT KEYBOARD- RED-DEU,Active,Live,0,0,0,0,0,0,0,0,0,8,0,,0,0,4,8,0
LU10,HH5T2E/B,LOG920-007815@APP,LOGITECH KEYS-TO-GO BT KEYBOARD- RED-SPA,Active,Live,0,0,0,0,0,0,0,0,0,28,0,,0,0,4,8,0
LU10,HH5T2F/B,LOG920-007812@APP,LOGITECH KEYS-TO-GO BT KEYBOARD- RED-FRA,Active,Live,0,0,0,0,0,0,0,0,0,27,0,,1,1,4,8,0
LU10,HH5T2H/B,LOG920-007816@APP,LOGITECH KEYS-TO-GO BT KEYBOARD- RED-NOB,Active,Live,0,0,0,0,0,0,0,0,0,11,0,,0,0,4,8,0
LU10,HH5T2SM/B,LOG920-007813@APP,LOGITECH KEYS-TO-GO BT KEYBOARD- RED-SWM,Active,Live,0,0,0,0,0,0,0,0,0,1,0,,0,0,4,8,0
LU10,HH5T2T/B,LOG920-007814@APP,LOGITECH KEYS-TO-GO BT KEYBOARD- RED-ITA,Active,Live,0,0,16,0,0,0,0,0,0,0,0,,0,0,4,8,0
LU10,HH5W2ZM/B,LOG939-001397@APP,LOGITECH HINGE FOLIO IPAD AIR 2 BLK-ZML,Active,Live,288,3,56,336,52,52,52,52,94,1,-43,,13,2,4,8,0
LU10,HH852ZM/B,LOG939-001349@APP,LOGITECH ANYANGLE CASE IPAD AIR 2-BK-ZML,Active,Live,127,0,0,129,20,20,20,20,12,84,-10,,5,3,4,8,0
LU10,HH862ZM/B,LOG939-001379@APP,LOGITECH ANYANGLE IPAD MINI - BLK-ZML,Active,Live,111,0,0,117,18,18,18,18,27,79,-21,,3,1,4,8,0
LU10,HH872B/B,LOG920-007681@APP,LOGITECH ULTRATHIN IPAD AIR 2 - SG-GBR,Active,Live,107,5,24,117,18,18,18,18,21,6,-6,,5,1,4,8,0
LU10,HH872D/B,LOG920-007675@APP,LOGITECH ULTRATHIN IPAD AIR 2 - SG-DEU,Active,Live,0,0,0,0,0,0,0,0,0,39,0,,0,0,4,8,0
LU10,HH872E/B,LOG920-007679@APP,LOGITECH ULTRATHIN IPAD AIR 2 - SG-SPA,Active,Live,0,0,0,0,0,0,0,0,0,15,0,,4,1,4,8,0
LU10,HH872F/B,LOG920-007676@APP,LOGITECH ULTRATHIN IPAD AIR 2 - SG-FRA,Active,Live,0,0,0,0,0,0,0,0,0,21,0,,7,1,4,8,0
LU10,HH872H/B,LOG920-007680@APP,LOGITECH ULTRATHIN IPAD AIR 2 - SG-NOB,Active,Live,0,0,0,0,0,0,0,0,0,16,0,,0,0,4,8,0
LU10,HH872SM/B,LOG920-007677@APP,LOGITECH ULTRATHIN IPAD AIR 2 - SG-SWM,Active,Live,0,0,8,0,0,0,0,0,0,0,0,,0,0,4,8,0
LU10,HH872T/B,LOG920-007678@APP,LOGITECH ULTRATHIN IPAD AIR 2 - SG-ITA,Active,Live,0,0,0,0,0,0,0,0,0,19,0,,0,0,4,8,0
LU10,HHFA2VC/A,MIPSPL06A-BK@APP,MiPow Smart Power Tube 3000 - Black,Active,EOL,0,0,0,3,1,1,0,0,0,271,0,,0,0,5,20,0
LU10,HHJ82ZM/A,TECH215074@APP,Tech21 Impact Folio for iPad Mini - Black Bird,Active,Live,38,0,200,26,4,4,4,4,0,4,-12,,0,0,5,50,0
LU10,HHJ92ZM/A,TECH215075@APP,Tech21 Impact Folio for iPad Mini - Indigo Dream,Active,Live,24,0,150,13,2,2,2,2,0,32,-11,,0,0,5,50,0
LU10,HHQR2ZM/A,ANKI000-00046@APP,Anki Drive Overdrive Starter Kit,Active,Live,72,0,0,39,6,6,6,6,0,773,-33,,0,0,1,1,0
LU10,HHQS2LL/A,ANKI000-00033@APP,Anki Overdrive Expansion car Thermo,Active,Live,55,0,0,33,5,5,5,5,0,92,-22,,0,0,5,10,0
LU10,HHQT2LL/A,ANKI000-00032@APP,Anki Overdrive Expansion car Nuke,Active,Live,0,0,0,0,0,0,0,0,0,149,0,,0,0,5,10,0
LU10,HHQV2LL/A,ANKI000-00044@APP,Anki Overdrive Expansion car Guardian,Active,Live,28,0,0,20,3,3,3,3,0,5,-8,,0,0,5,10,0
LU10,HHR22ZM/A,TECH215080@APP,HHR22ZM/A:TECH21 EVO MESH SPORT IPH6 BLUE-ZML,Active,Live,513,5,0,536,83,83,83,83,104,1037,-76,,38,2,10,100,0
LU10,HHR52ZM/A,TECH215078@APP,HHR52ZM/A:TECH21 EVO MESH SPORT IPH6 GREEN-ZML,Active,Live,402,6,300,491,76,76,76,76,116,814,-21,,46,1,10,100,0
LU10,HHSX2ZM/B,LOG984-000611@APP,LOGITECH UE ROLL BT SPEAKER-VOLCANO-ZML,Active,Live,95,2,0,74,10,10,10,14,0,135,-19,,6,1,4,8,0
LU10,HHVF2ZM/A,53PW06@APP,HHVF2ZM/A:FIFTYTHREE PENCIL STYLUS WAL REV 2-ZML,Active,Live,121,3,750,239,37,37,37,37,101,306,20,20,100,5,50,50,50
LU10,HHWV2ZM/A,TECH215178@APP,Tech21 Evo Mesh Sport 2 for iPhone 6 Plus - Lime Green,Active,Live,135,3,0,136,21,21,21,21,0,962,4,4,14,2,10,100,10
LU10,HHWX2ZM/A,TECH215179@APP,Tech21 Evo Mesh Sport 2 for iPhone 6 Plus- Salmon,Active,Live,130,0,0,117,18,18,18,18,0,2326,-13,,16,2,10,100,0
LU10,HHWY2ZM/A,TECH21-5079@APP,HHWY2ZM/A:TECH21 EVO MESH SPORT V.2 IPH6 SALMO-ZML,Active,Live,487,13,1,581,90,90,90,90,109,1441,-2,,69,3,10,100,0
LU10,HHWZ2ZM/A,TECH215180@APP,Tech21 Evo Mesh Sport 2 for iPhone 6 Plus - Blue,Active,Live,161,0,0,84,13,13,13,13,0,1745,-77,,4,1,10,100,0
LU10,HHX22ZM/A,TECH215177@APP,Tech21 Evo Mesh Sport 2 for iPhone 6 Plus - White,Active,Live,343,7,0,310,48,48,48,48,0,3243,-26,,27,2,10,100,0
LU10,HHX32ZM/A,TECH215176@APP,Tech21 Evo Mesh Sport 2 for iPhone 6 Plus - Black/Smoke,Active,Live,501,13,50,600,93,93,93,93,96,1107,16,16,67,3,10,100,20
LU10,HHX92B/A,LOG920-007268@APP,HHX92B/A:LOGITECH CANVAS IPAD AIR 2 BLK-GBR,Active,Live,668,87,216,903,140,140,140,140,164,71,158,158,171,3,4,8,68
LU10,HHX92D/A,LOG920-007262@APP,HHX92D/A:LOGITECH CANVAS IPAD AIR 2 BLK-DEU,Active,Live,0,0,104,0,0,0,0,0,0,0,0,,0,0,4,8,0
LU10,HHX92E/A,LOG920-007266@APP,HHX92E/A:LOGITECH CANVAS IPAD AIR 2 BLK-SPA,Active,Live,0,0,80,0,0,0,0,0,0,0,0,,0,0,4,8,0
LU10,HHX92F/A,LOG920-007263@APP,HHX92F/A:LOGITECH CANVAS IPAD AIR 2 BLK-FRA,Active,Live,0,0,312,0,0,0,0,0,0,0,0,,0,0,4,8,0
LU10,HHX92H/A,LOG920-007267@APP,HHX92H/A:LOGITECH CANVAS IPAD AIR 2 BLK-NOB,Active,Live,0,0,0,0,0,0,0,0,0,30,0,,0,0,4,8,0
LU10,HHX92SM/A,LOG920-007264@APP,HHX92SM/A:LOGITECH CANVAS IPAD AIR 2 BLK-SWM,Active,Live,0,0,32,0,0,0,0,0,0,3,0,,20,1,4,8,0
LU10,HHX92T/A,LOG920-007265@APP,HHX92T/A:LOGITECH CANVAS IPAD AIR 2 BLK-ITA,Active,Live,0,0,40,0,0,0,0,0,0,30,0,,23,1,4,8,0
LU10,HHXA2B/A,LOG920-007280@APP,HHXA2B/A:LOGITECH CANVAS IPAD AIR 2 RED-GBR,Active,Live,272,0,88,304,47,47,47,47,7,0,25,,0,0,4,8,0
LU10,HHXA2D/A,LOG920-007274@APP,HHXA2D/A:LOGITECH CANVAS IPAD AIR 2 RED-DEU,Active,Live,0,0,0,0,0,0,0,0,0,16,0,,0,0,4,8,0
LU10,HHXA2E/A,LOG920-007278@APP,HHXA2E/A:LOGITECH CANVAS IPAD AIR 2 RED-SPA,Active,Live,0,0,0,0,0,0,0,0,0,36,0,,2,1,4,8,0
LU10,HHXA2F/A,LOG920-007275@APP,HHXA2F/A:LOGITECH CANVAS IPAD AIR 2 RED-FRA,Active,Live,0,0,0,0,0,0,0,0,0,25,0,,0,0,4,8,0
LU10,HHXA2H/A,LOG920-007279@APP,Logitech Canvas Keyboard Case for iPad Air 2 - Red Pan Nordic,Active,Live,0,0,0,0,0,0,0,0,0,105,0,,0,0,4,8,0
LU10,HHXA2SM/A,LOG920-007276@APP,LOGITECH CANVAS IPAD AIR 2 RED-SWM,Active,Live,0,0,32,0,0,0,0,0,0,0,0,,0,0,4,8,0
LU10,HHXA2T/A,LOG920-007277@APP,HHXA2T/A:LOGITECH CANVAS IPAD AIR 2 RED-ITA,Active,Live,0,0,24,0,0,0,0,0,0,7,0,,4,1,4,8,0
LU10,HHXB2B/A,LOG920-007294@APP,HHXB2B/A:LOGITECH CANVAS IPAD AIR BLK-GBR,Active,Live,337,8,184,478,74,74,74,74,22,1,127,127,148,2,4,8,0
